exp,phi_0,dV_ges,eps_0,V_dis_total,status
15mmol_30C,0.000463207,747.1977859,0.399064177,0.007589576582812462,success
15mmol_30C,0.000454988,755.1565283,0.399257353,0.007758111970377242,success
15mmol_30C,0.000436292,745.2405594,0.398908343,0.007692415431118158,success
15mmol_30C,0.000398667,745.2404618,0.398913398,0.007887290307072256,success
15mmol_30C,0.000336558,754.245634,0.401065892,0.008423165249391544,success
15mmol_30C,0.000309727,757.4745814,0.399977199,0.008610150561412865,success
15mmol_30C,0.000298602,748.0022233,0.399170462,0.00850604955435626,success
15mmol_30C,0.000585569,747.4017408,0.501328585,0.009144454186477217,success
15mmol_30C,0.000540852,748.8905591,0.501370978,0.009409149846022523,success
15mmol_30C,0.000525263,748.3448714,0.499454604,0.009440906387162459,success
15mmol_30C,0.000462764,745.8762555,0.500616194,0.00978439954454105,success
15mmol_30C,0.000365235,748.8571345,0.500278881,0.010447447152813507,success
15mmol_30C,0.000327277,750.0605118,0.499916719,0.010717245400718152,success
15mmol_30C,0.000314875,750.4453316,0.500030565,0.010818592649791185,success
15mmol_30C,0.000533143,994.1230712,0.298486943,0.008069089350223298,success
15mmol_30C,0.00051531,1000.640437,0.299850188,0.00827776170796458,success
15mmol_30C,0.000477953,1001.292163,0.300060547,0.008475002885577027,success
15mmol_30C,0.00036146,1000.37236,0.299967592,0.009089807276169627,success
15mmol_30C,0.00029615,995.3970828,0.299271696,0.009392613381487004,success
15mmol_30C,0.000265392,1002.961609,0.300878529,0.00974922848094021,success
15mmol_30C,0.000254348,908.3537413,0.277187067,0.007811813055710897,success
15mmol_30C,0.000551005,1006.766158,0.401205753,0.011113710929637543,success
15mmol_30C,0.000567321,1006.784357,0.401602951,0.011030534368017209,success
15mmol_30C,0.000532017,999.2980436,0.400226439,0.01108230358347371,success
15mmol_30C,0.000422685,997.237472,0.399817342,0.011725435925891026,success
15mmol_30C,0.000325153,995.6894686,0.399027406,0.012377249780078812,success
15mmol_30C,0.000300334,997.1635638,0.399791332,0.012616161669533096,success
15mmol_30C,0.000286825,999.322644,0.399835214,0.012762429890961656,success
15mmol_30C,0.000659622,1000.129858,0.499652117,0.013076233670653014,success
15mmol_30C,0.00064296,1008.989706,0.499187526,0.013338491601557546,success
15mmol_30C,0.000636658,670.8158676,0.53332582,0.008168729367245763,success
15mmol_30C,0.000637384,991.4772422,0.499741231,0.013078026225701367,success
15mmol_30C,0.000619449,1005.284654,0.500262774,0.013471213385865132,success
15mmol_30C,0.000498602,998.5434244,0.500279719,0.014175365582551799,success
15mmol_30C,0.000369042,1003.336008,0.500305775,0.015291359706729561,success
15mmol_30C,0.000321902,1000.303949,0.50013415,0.015645175275889614,success
15mmol_30C,0.000309186,1000.499368,0.499751582,0.0157589083578109,success
15mmol_30C,0.000485129,1250.056002,0.30007986,0.011668501030177494,success
15mmol_30C,0.000474288,1250.088685,0.300012818,0.011726658852350766,success
15mmol_30C,0.000458329,1249.482696,0.299832003,0.011821856987924921,success
15mmol_30C,0.000395808,1250.036404,0.29999587,0.012231428690893466,success
15mmol_30C,0.000337808,1250.049679,0.299844545,0.012639287539417433,success
15mmol_30C,0.000294997,1250.100728,0.299994974,0.012958243140777998,success
15mmol_30C,0.000277384,1250.222791,0.299965806,0.0131065184563997,success
15mmol_30C,0.000513668,1259.879786,0.401812929,0.01539883319353513,success
15mmol_30C,0.00053115,1258.650272,0.400758026,0.015211605357227603,success
15mmol_30C,0.000508971,1251.065806,0.399801088,0.015223048583306809,success
15mmol_30C,0.000435091,1249.437583,0.3997909,0.015758175456637432,success
15mmol_30C,0.000361698,1246.247363,0.399892797,0.01631607165857239,success
15mmol_30C,0.000331751,1254.343349,0.399759647,0.016722154675773343,success
15mmol_30C,0.000308907,1245.592317,0.399754855,0.01679204015166156,success
15mmol_30C,0.000549222,1261.567379,0.499800482,0.018694115562619268,success
15mmol_30C,0.000553163,1246.383164,0.500328974,0.018367752771736398,success
15mmol_30C,0.000553572,1251.06223,0.499958639,0.018446492162142752,success
15mmol_30C,0.000514599,1273.967567,0.499248897,0.019185323731333706,success
15mmol_30C,0.000424707,1251.429514,0.49989371,0.019634466286736606,success
15mmol_30C,0.000368847,1212.934445,0.497692766,0.01932875877030745,success
15mmol_30C,0.00033056,904.352367,0.593749023,0.016303140401118587,success
